state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
31,148,1,0,0,8,215.2925879997042,105,36.597885076106266,155.50207585722282,124,13.214033967223365,208.1293030606877,85,9.370818637730947,5.782325765171922,4,1.5648031501906727,1
32,119,0,0,0,0,273.11061691401306,99,46.42521138961925,209.2316005112473,84,17.78820232904858,205.70253667543105,104,9.254801121920348,10.557657459343575,4,2.848600085207886,0
24,101,1,0,0,0,228.97503815406918,106,38.923486399110274,184.7129859051792,75,15.703760211851346,204.36922973333222,108,9.200854654814766,11.766837238518123,2,3.1748375078517457,0
30,87,0,0,0,25,97.57409799047612,117,16.585680325791873,246.21825687604954,83,20.93180163401765,189.58110169495572,97,8.5307324418977,12.566773571499127,5,3.39336273216226,2
27,98,1,1,0,13,218.67447839986173,70,37.17352919997635,212.2097703996252,115,18.03626215996834,207.13059840113533,105,9.321575120051309,15.492037600156474,5,4.183647440042575,1
40,94,1,0,0,0,86.47234788203302,92,14.699639510691918,172.39397510567613,91,14.65261584487779,229.15061808841307,81,10.310288370098046,6.804479940146372,3,1.8355921790636611,4
2,108,1,0,1,29,111.10471760917788,91,18.883921096548764,262.6543687814536,99,22.327942691940766,230.44671919645936,126,10.368453485105011,8.95831395401532,5,2.418685216089873,5
39,109,1,0,0,0,111.296918577043,105,18.92088973540493,192.07877695412267,109,16.322692333869576,212.1507176379071,93,9.546406366898106,4.728637507585086,3,1.2795666961249248,4
9,128,0,0,0,16,220.42056314107765,87,37.47456484661114,158.7546928340236,109,13.493114334578035,215.93182594052357,101,9.720759385753711,13.413395904564183,2,3.61954778160439,0
39,119,0,0,0,0,291.41480496771766,114,49.542996988491794,162.88700653942794,100,13.844982198521407,208.4476466086751,87,9.38397081205031,13.709386125924121,1,3.6997472513799954,1
34,65,0,0,0,34,108.63803788699964,80,18.46846644078994,182.67887879257123,103,15.526704697368553,174.99651647929633,116,7.871577575851425,10.16102102263929,2,2.739605606037144,2
47,133,2,0,0,0,314.44466323456925,89,53.45646278116142,229.96712826706292,108,19.544510949627323,254.63028156184544,115,11.462362670283044,13.387539105811866,7,3.6158106367808274,1
48,114,1,0,0,0,252.91601561247063,98,42.99379027026601,240.31138690068502,102,20.424501694631232,152.68754493505674,117,6.8740391660228015,15.446797220076006,5,4.170035605475274,1
17,131,1,0,1,25,177.13722437861412,111,30.114758999346044,185.71225506815034,109,15.786757108283602,170.5135625891464,98,7.674255266911428,10.07100992003213,4,2.718457250917854,3
42,72,1,0,0,0,215.9347164133685,91,36.71262338973733,217.64895432562778,97,18.49943951821368,275.19343594942615,88,12.385343817991835,11.125921588110462,5,3.002720428254506,1
21,113,1,0,0,0,122.35920195405893,110,20.80100731600683,218.88292616845058,99,18.607678119127602,177.34523163450254,125,7.983949899277839,10.879822656457542,2,2.941095987778064,2
30,92,1,0,0,0,257.2295854914675,77,43.728408609726955,207.66389262457335,128,17.64750848856655,278.6079313191126,115,12.535956179010238,10.666423216723542,3,2.8810461911262775,2
32,126,0,1,0,0,152.90275148006418,76,25.993977006256536,211.12506228405852,110,17.948130294144974,283.5854799887928,135,12.75803525632638,9.678926995984897,3,2.614442229900141,1
12,66,1,1,0,1,197.92972808034256,119,33.648799058274115,189.9731096142776,93,16.148395922983443,267.67426941597967,117,12.045564999680193,11.061792692381493,3,2.989811384635065,5
14,104,0,0,0,0,134.9203361467592,102,22.936807425071365,221.1994815907031,110,18.798280795148614,212.24859938850332,89,9.549435571871152,9.612149847125831,3,2.5976561590297225,6
42,89,0,0,0,0,148.42322560107334,76,25.22818039754517,167.73979425132202,118,14.258730579406418,281.10277197410994,121,12.645856784197646,11.891159173573294,6,3.213148886139397,3
6,114,1,0,0,0,148.80012831875177,118,25.298852647190913,160.98731247523318,111,13.68873124752332,275.38826983440555,106,12.396739537927525,9.02537504953361,2,2.436766679875629,4
2,96,1,0,0,0,138.55986938669534,99,23.553742424789206,186.8143260425655,86,15.879799375077045,160.49108668825966,73,7.226663530022682,9.909519328603832,2,2.67544096062104,4
32,126,0,1,0,3,123.22872615966895,84,20.94781361810916,117.13108607397834,92,9.958247059840001,148.3259571108256,96,6.678853839331626,13.427666765209855,3,3.626679513710346,3
23,127,0,0,0,0,270.03186526804365,110,45.90219585205539,209.2947149649571,83,17.791772015533383,200.78761656563782,101,9.034832123697687,13.994331617730325,4,3.7749367906799707,0
27,132,1,0,0,0,241.28347405636418,82,41.02048719859606,261.62034591514407,88,22.238729402787246,197.63494823990905,75,8.893262290162069,10.067584774646434,3,2.72027543239393,0
26,74,1,0,0,0,131.6337102995861,85,22.37831340338297,178.9189816586891,82,15.209639630046334,224.90737513682578,89,10.120540554930498,7.750408528003957,2,2.096775607467722,4
8,127,0,0,0,0,74.49623169829138,91,12.661122082860782,133.64079546340093,111,11.360348961464704,139.62196835961052,92,6.287115691874348,12.357616490747652,1,3.3345733780368607,4
18,116,0,1,0,0,232.03816459451838,102,39.44261246984158,244.5132668398289,91,20.78381645945184,155.17160085421364,67,6.984284282826337,10.649795509378952,1,2.8736937650792123,6
29,54,1,0,0,17,164.504014987332,65,27.96604816231975,262.01740736516143,129,22.27238278261878,258.8674684912315,109,11.646224329143685,14.913928882375327,5,4.027943605477995,1
12,88,2,0,0,0,305.19630343101215,65,51.88537158327207,121.0173304375541,105,10.282751526600348,233.27856317268592,79,10.49626285803687,10.52665300597426,4,2.8419178722048004,1
7,155,1,0,0,0,112.46718827848204,147,19.123422007341947,136.24608475372673,81,11.580352403741173,217.32431459507782,100,9.780751752545733,14.990876939381423,4,4.045407172981789,1
23,37,2,0,0,0,253.24741509412885,105,43.052032241307664,263.5474150941289,96,22.399396661810904,188.6193321588639,112,8.491736325958826,12.069211279374763,2,3.259630396042699,1
2,115,1,0,0,0,139.21597345804483,90,23.6659955763408,194.1765927703325,95,16.509090252768488,150.6750973711066,76,6.784875222448067,9.350415925173111,3,2.5234442467128293,6
6,127,0,0,0,0,272.3379360631908,120,46.301449130742434,244.16627201832048,122,20.75172966950985,207.78687492827967,88,9.347792147993752,9.26483286635031,2,2.50331177800937,3
11,99,0,0,0,0,242.46558894310465,83,41.21967471371994,119.56876303744704,100,10.161959594526174,192.1426416744696,71,8.64639428195898,9.929512070579912,1,2.6831158194094753,1
34,98,0,0,0,0,154.72494668588485,125,26.302143955819556,194.5554742736465,102,16.53621531325995,172.5193961561733,94,7.760969807808664,12.280603843826723,5,3.3178377557509044,2
31,57,2,0,0,0,114.9777425505918,65,19.546215699848823,122.32086969476885,95,10.401772055924106,244.99711774036442,75,11.029866562053908,6.400960753211865,1,1.7302562008564972,0
13,47,0,0,0,0,307.4995153175255,136,52.27344164430432,156.0928072823774,94,13.269626598839585,200.37692903996114,68,9.015461806798251,7.551539355994173,3,2.0381252422484217,3
39,118,1,0,0,14,214.19142479703424,118,36.40854221549582,307.96300572449803,85,26.1761004843806,187.52270227055905,94,8.43877088757491,11.547570359159705,2,3.1193425677726263,1
23,157,0,0,0,15,168.608540546808,123,28.66291141247775,207.66324475064224,120,17.65422372422425,216.65185735489825,105,9.746411261150275,8.914879880097502,6,2.406017567626325,2
19,90,1,0,0,0,147.9117024146749,85,25.145123590329508,176.26962942172176,100,14.980253950433292,226.24941686077523,148,10.184052859560998,15.371619635701315,3,4.151739841143688,2
15,167,1,0,0,0,146.79693580066197,114,24.953479086112537,197.62275777940422,108,16.796648362845875,143.09404786166067,100,6.438090298985177,10.051935462023312,4,2.717022574746294,2
46,116,1,0,0,0,249.8889022475415,95,42.478890224754146,244.65296397695187,102,20.793112915565494,153.3757606212357,119,6.9054647167179,15.011458436078616,5,4.0523157327903965,1
12,132,0,0,0,0,59.44295790602562,102,10.102033995733782,116.18052734965354,105,9.874382521301698,150.03384594062567,93,6.755888643182869,10.54736933756036,3,2.8444241452865837,4
25,98,1,0,0,22,220.99798519625693,85,37.57042826398195,217.28740511287498,112,18.46561709273958,193.61738359161123,107,8.709823822859034,12.053903091319398,5,3.2505538346562375,1
49,116,1,0,0,0,255.4616793528473,92,43.43345955871905,224.40489812783156,121,19.07043218774984,317.15968304388457,85,14.273690058852303,12.687034367504733,3,3.4264848729679502,1
44,109,1,0,0,3,270.98716534833653,108,46.07025393595889,233.92525574216972,117,19.88765943488237,241.88871073556913,123,10.888857288185005,10.448799247065105,5,2.8248937100784195,1
45,139,1,0,0,0,300.892404900149,94,51.15152281002533,227.14409200002268,120,19.303247820001925,245.81407809996998,99,11.06535447999864,11.462896499974505,9,3.0949121699931443,0
31,120,1,0,0,13,216.41842313288905,95,36.79171537767391,190.30754449977385,74,16.1798131784338,208.4240994170009,109,9.38156878590598,12.406275143623919,3,3.349486011319845,0
28,42,0,0,0,0,132.67705401814868,58,22.556930778086652,142.0576822768793,107,12.074605677289208,242.63963396865228,123,10.917615123590727,9.963190002749801,2,2.689061300742446,5
45,181,0,0,0,0,286.1993862698103,68,48.65889566586775,214.94540995198548,112,18.27162140374402,148.81182058089877,108,6.697513137782307,9.908380801728416,5,2.674103855016841,1
9,126,0,0,0,0,143.01161614785744,86,24.31097474513576,190.36995960311415,107,16.182977273346417,150.5546060622571,84,6.777730303112856,8.780373739299963,3,2.3689585863814178,7
15,71,2,0,0,0,287.79071046995483,114,48.926420779892325,237.7224049137202,121,20.205774180842898,288.34917948843326,115,12.971994497919408,5.664207798923275,3,1.5297268161792392,3
10,101,0,0,0,0,254.1028378460286,92,43.19702144110294,208.1163123727401,82,17.68815605532195,251.0751780206173,73,11.301631237274012,11.040424890615654,2,2.97872323138335,1
26,119,1,0,1,28,179.7936979390971,83,30.564746944278,213.83720527521507,84,18.17645231278137,203.18319004324923,102,9.14421512170281,12.687515511830787,4,3.4256860486811234,1
10,93,0,0,0,16,133.95548871467543,102,22.769248119112568,169.44819569130667,127,14.400902272867723,185.45894733515198,97,8.349060148890715,11.412857131569424,2,3.084045109692684,4
32,114,1,0,0,0,342.88942574229816,80,58.29167823798112,205.63839038215173,106,17.479402263105143,229.18390584090184,113,10.31639070525326,12.021379268564456,8,3.2490344716171884,1
5,130,0,0,0,0,271.961724037147,127,46.23731339294038,236.7974868408786,127,20.125858258824525,210.50610702661353,90,9.468328724209991,8.64609198761767,1,2.335265143282163,3
48,127,0,0,0,0,288.0104934707517,102,48.96420495261241,238.44478635848793,100,20.268951598463794,252.61055020308964,96,11.370264227846723,11.089468707689656,4,2.993156551076207,1
46,97,0,0,0,0,277.6680389997869,106,47.200774208071834,247.51581505388324,93,21.04189452701263,252.9469532436463,106,11.384266932450664,10.514497378318882,3,2.8381218702541484,0
29,162,0,0,0,22,178.37989517558162,141,30.324953558503918,212.46755274914827,126,18.060990535139616,212.82804192976735,99,9.573887611108523,9.689745233875902,7,2.61560838595347,1
27,104,1,0,0,0,334.0014503374627,75,56.78498365391909,211.39580551181461,111,17.967983792651218,265.5520972440927,124,11.953661310461115,12.147902755907307,7,3.2801450337462694,1
34,114,1,0,0,0,345.05099975108624,80,58.65782240681665,203.6312145168485,106,17.309564305271795,218.70688896157185,107,9.844373523742394,11.822867369798203,8,3.1960979652795207,1
21,92,1,0,0,0,218.7217321536695,61,37.18005985652713,207.31126233062355,120,17.622170205643254,224.49262665390597,109,10.105276709707933,17.09807055635372,5,4.62142685158646,1
8,87,0,0,0,0,206.97528052151497,108,35.18538671925442,159.3850511957168,98,13.548640321039061,123.68550003014079,100,5.570165307475708,7.769872462819746,1,2.0954545955581985,3
19,105,1,0,0,0,249.69006172299694,98,42.448969722202975,287.96782967718616,108,24.47487221619668,259.8773634163697,121,11.693342814242083,8.74937109019649,3,2.3658620402117516,1
37,103,2,0,0,0,277.1162680362869,79,47.1085030919349,187.7676907836448,81,15.962647427960622,216.09131956853525,118,9.724294844488648,7.626680408599556,4,2.0590453598111305,0
32,90,0,0,0,0,269.7914658663516,93,45.86829317327031,225.3443780722041,121,19.159186794800863,212.37068267296863,132,9.55768072028359,4.6829317327031355,6,1.2657329331757838,1
40,121,1,0,0,0,144.78709791443993,125,24.617849652406655,199.1678685028309,82,16.928290326216562,207.35066572208416,80,9.334629433162252,12.990349946558036,8,3.506566513378137,0
12,122,1,0,0,0,134.7984400477028,115,22.913067341467272,178.72803349540058,93,15.189550013760426,140.10599981652766,126,6.300269991743744,11.83397331376295,8,3.1935053280737926,3
31,117,0,0,0,6,284.0785912499343,78,48.29583044077829,221.42140875006572,121,18.81796823246175,159.06235640367328,44,7.159245894744222,10.434590175426298,4,2.8180461096458176,1
6,126,1,0,0,7,195.77960347110758,114,33.280878636093085,165.25587949990097,114,14.048012703819317,262.71007667466483,109,11.822043373685252,9.79618619856033,2,2.644496166266758,0
22,88,1,0,0,0,249.42960348425157,90,42.400664009506364,275.85714673324867,99,23.44444508378187,112.41509388947446,103,5.055407322162418,9.626283436719742,1,2.5970089164585977,2
32,109,0,0,0,0,133.02942733088557,124,22.612902779429408,217.05539374398478,68,18.446458135291547,132.39400695112803,100,5.96173097869508,12.620106543091056,2,3.4080292993500407,4
20,75,0,0,0,0,281.22240887781544,115,47.80605733145328,273.3406133577923,129,23.236888002080832,146.42747112930317,108,6.591140000821381,10.478702218084894,4,2.829121332219905,0
43,139,1,0,0,23,205.41092218007776,84,34.92413110396256,196.47815563984452,76,16.703450007201905,221.06315539978107,111,9.946874437455932,11.489077819922247,5,3.104776678029669,1
5,78,1,0,0,0,239.8196565174267,84,40.76578626444871,254.80255724813767,82,21.659583969145853,239.40889312972325,93,10.770889312972326,7.9268702267165585,4,2.144721373430075,0
10,93,0,0,0,17,138.03311097876679,105,23.461790601030806,161.2869901965928,123,13.708107176513794,187.08520392136288,89,8.421025503259058,11.185408366273679,2,3.023413320332076,4
24,103,1,0,0,0,268.1748444516216,112,45.586432939742764,273.7757572536507,98,23.27022998359322,255.59061703291263,87,11.501624681316505,11.684665988864044,6,3.1521504340262045,0
13,121,1,0,0,0,130.75745595443786,121,22.224972128431112,169.95115404416887,101,14.444603863975198,150.54504018426917,121,6.770461617667548,12.685153014490748,10,3.4221959300891776,3
13,191,0,0,0,0,98.49992054375986,92,16.7487665396886,144.1208161611456,103,12.249457904626444,210.52419459040217,114,9.469167311121875,10.81830326407069,4,2.918004724942109,2
41,72,1,0,0,0,281.96007506929516,112,47.93232315837969,181.81117351693223,69,15.455103151914667,255.30551982997568,88,11.485275991498785,10.882221317688362,6,2.93840835705104,0
42,93,1,0,0,0,200.07788196072258,112,34.01325847664682,188.8395144413272,115,16.05385872751281,253.79920678330137,93,11.421147969962213,14.290154877043319,2,3.859699874567005,0
12,93,1,0,1,29,205.32977350405494,131,34.9047796933464,203.32426354274546,110,17.27806240113336,131.2620446575477,112,5.9110571743038625,7.245407028822713,5,1.9582598977821326,1
43,116,0,1,0,0,184.38014330392122,79,31.342691062453255,180.7203429058115,100,15.362029172583963,186.11985669607878,87,8.377326850536898,12.199948820028135,1,3.2979861814075964,1
33,70,0,0,0,0,153.21766911274068,69,26.049453462164546,168.86206640986376,97,14.355675070835678,223.34633146828904,126,10.05017220082198,10.786710746232593,3,2.912787618986225,4
33,97,0,0,0,0,254.2710581419236,128,43.227835178166316,273.7898823176857,100,23.271435291375557,229.4905904093816,100,10.325882450873046,11.393647152838124,1,3.0795294372269923,1
43,132,1,0,0,0,338.2791952266902,85,57.509588158992486,233.6793843137427,97,19.86168518144056,264.80833136367653,138,11.920416568183827,14.712520681396368,4,3.976255613521871,2
32,91,0,0,0,17,95.06824232449249,117,16.160612957265762,250.63598760570954,81,21.30675188922409,183.381429158374,96,8.250447845183976,12.863763872652742,7,3.475035064979504,3
16,106,0,0,0,0,252.3657049010062,102,42.8996944512351,250.51714754949688,87,21.295076387191223,231.929371486185,80,10.434584025910347,8.643463548032909,14,2.3349236128087756,1
28,125,1,0,0,0,240.15491888950757,84,40.82733621121629,276.1044976590567,88,23.46688435491211,185.1377080022273,95,8.332787022321213,10.808605443640136,1,2.9207783886723444,0
11,142,1,1,0,0,117.65960313879147,142,20.006399786224343,133.589583169321,82,11.355683579911458,227.35296309808544,106,10.23355147098833,13.114550542919563,4,3.539195899218076,1
29,122,0,1,1,20,162.87945006958378,92,27.690165927875714,208.26909004659015,109,17.704493432564867,91.07023341804528,100,4.095649627881742,9.99685155805682,7,2.699490504628872,3
